340	377.5
342	398
344	420.4
346	486.9
348	414.6
350	531
352	604.3
354	616.8
356	757.7
358	789.6
360	757.4
362	849.2
364	920.4
366	941.8
368	1008.6
370	955.2
372	1024.5
374	1010.4
376	1093
378	1015.8
380	1078.9
382	1084.4
384	1186.7
386	1254.3
388	1341.5
390	1381.4
392	1348
394	1392.3
396	1536.9
398	1546.7
400	1683.2
402	1813.6
404	1889.8
406	2045.3
408	2242.9
410	2366.7
412	2505.6
414	2635.1
416	3016.2
418	3228.1
420	3561.3
422	4028.8
424	4296.4
426	4670.8
428	5223
430	5558.2
432	6282.5
434	6788.3
436	7392.9
438	7941.3
440	8391.7
442	9126.6
444	9925.7
446	10476.2
448	11306.2
450	12256.7
452	13121.6
454	13717
456	14436.3
458	15315.8
460	16248.1
462	16648.8
464	17781.6
466	18668.5
468	19123.5
470	19722.3
472	19883.2
474	20519.7
476	20946.4
478	21174.2
480	21504.5
482	21460.1
484	22126.3
486	21998.4
488	22241.7
490	22252.1
492	22102
494	21870
496	21800
498	21379.9
500	21063
502	20270.5
504	19438.1
506	18135.8
508	17064
510	16150.9
512	15661.9
514	15189.2
516	14813.1
518	14751.4
520	14792
522	14746.5
524	14929.7
526	15050.6
528	14825.3
530	14929
532	14636.7
534	14467.4
536	14047.5
538	13888.1
540	14009.3
542	13271
544	12986
546	12429.2
548	12434.5
550	11815.5
552	11484
554	11376.2
556	10920.7
558	10350.9
560	10045.5
562	9792.3
564	9572.2
566	9159
568	8792.5
570	8570.1
572	8141.2
574	8072.8
576	7580.7
578	7102.3
580	7018.8
582	6490.1
584	6462.3
586	6108.4
588	5856.4
590	5760
592	5394.9
594	5152.6
596	4926.2
598	4830
600	4699.1
602	4445.2
604	4332.5
606	4107.3
608	3849
610	3759.8
612	3663.5
614	3531.3
616	3207.3
618	3077.5
620	3041.4
622	2914.6
624	2759
626	2642.9
628	2582.7
630	2415.1
632	2228.2
634	2239.2
636	2000.6
638	2029.3
640	2165.8
