460	9459.6
462	9738.05
464	10085.4
466	10378.1
468	10728.6
470	11059
472	11644.8
474	12239.5
476	12840
478	13394.2
480	13901.7
482	14418.5
484	14871.2
486	15315.3
488	15687.7
490	15964
492	16216.8
494	16367.7
496	16414.8
498	16406.3
500	16302.5
502	16126.5
504	15925.9
506	15712.5
508	15465.9
510	15340.4
512	15233.7
514	15215.6
516	15253.7
518	15320.4
520	15511.3
522	15725.1
524	15925.7
526	16156.9
528	16368.2
530	16499.2
532	16601.1
534	16663
536	16670.3
538	16718.4
540	16661.4
542	16589
544	16497.3
546	16346.9
548	16195.5
550	15990.3
552	15783.1
554	15572
556	15379.4
558	15067.9
560	14789.9
562	14516.9
564	14204
566	13913.3
568	13596.5
570	13338
572	13074.6
574	12783.8
576	12466.2
578	12203.5
580	11903.8
582	11599.2
584	11336.7
586	11042.2
588	10752.5
590	10448.2
592	10119
594	9780.95
596	9488.57
598	9194.42
600	8924.3
602	8627.65
604	8327.92
606	8041.59
608	7762.53
610	7481.97
612	7227.69
614	6989
616	6740.53
618	6483.56
620	6232.03
622	6020.01
624	5808.23
626	5595.02
628	5382.02
630	5167.63
632	4963.78
634	4753.1
636	4555.74
638	4383.98
640	4213.46
642	4044.7
644	3866.08
646	3706.51
648	3549.78
650	3401.67
652	3262.12
654	3140.06
656	3013.25
658	2888.87
660	2767.31
662	2647.31
664	2543.22
666	2442.17
668	2344.63
670	2254.22
672	2152.83
674	2058.03
676	1969.72
678	1876.92
680	1798.01
682	1705.69
684	1616.03
686	1547.62
688	1469.79
690	1395.51
692	1330.2
694	1257.93
696	1205.59
698	1148.74
700	1084.25
702	1045.14
704	1013.62
706	954.61
708	920.96
710	893.08
712	850.22
714	819.22
716	767.66
718	720.76
720	688.29
722	650.65
724	614.06
726	577.34
728	540.51
730	491.48
732	464.75
734	438.67
736	422.07
738	410.36
740	391.76
742	370.46
744	340.02
746	318.17
748	306.12
750	293.46
752	275.77
754	267.07
756	255.57
758	241.94
760	229.75
762	221.31
764	212.83
766	206.24
768	195.09
770	182.84
772	170.91
774	159.32
776	143.99
778	134.28
780	117.97
782	109.4
784	105.64
786	95.52
788	94.63
790	94.32
792	87.67
794	83.0444
796	83.2625
798	80.6429
800	82.8167
